Mountainman:::Adam Erickson:998972:Male:35:4:12:Responder (heart):Gambling-1,Survival-1,Brawling-1,Blade-1,Vehicle-1
Mountainman:::Princess Samuelsson:884766:Female:36:4:12:Doer (action):Survival-2,Brawling-2,Hunting-1,GunCbt-1
Mountainman:::Simone Bean:4542A9:Female:40:5:11:Influencer (heart):Medical-1,Survival-1,Brawling-1,Leader-2,Mechanical-1,GunCbt-1
Mountainman:::Osvaldo Briggs:427467:Male:34:4:12:Contemplator (head):JoT-1,Survival-1,Hunting-2
Mountainman:::Lue Dubos:C47C59:Female:23:1:8:Doer (action):JoT-1,Survival-1,Mechanical-1,GunCbt-1
Mountainman:::Caprice Lebrun:455466:Female:23:1:11:Contemplator (head):JoT-1,Survival-2,GunCbt-1
Mountainman:::Avery Dubreuil:627884:Male:39:5:15:Doer (action):Gambling-2,Survival-1,Brawling-1,Mechanical-1,Tactics-1,Vehicle-1
Mountainman:::Bob Rose:8A7774:Male:40:5:12:Doer (action):Survival-2,Hunting-2,Vehicle-1
Mountainman:::Billie Huber:8C8943:Male:40:5:15:Shaper (head):Gambling-2,Survival-1,Brawling-2,GunCbt-1
Mountainman:::Rosanne Provost:757955:Female:35:4:10:Doer (action):Gambling-1,Survival-2,Hunting-2
Mountainman:::Lakeesha Haugland:935797:Female:22:1:6:Responder (heart):Survival-2,Brawling-1,Blade-1
Mountainman:::Oren Brennan:865876:Male:40:5:11:Contemplator (head):JoT-1,Survival-1,Mechanical-1,GunCbt-1,Vehicle-1
Mountainman:::Idalia Dupond:787497:Female:40:5:11:Contemplator (head):JoT-2,Survival-1,Hunting-1,Tactics-2,Vehicle-2
Mountainman:::Landon Michiels:648AA4:Male:26:2:9:Influencer (heart):Medical-1,Survival-1,Brawling-1,Vehicle-1
Mountainman:::Lyman Mendes:5B3C66:Male:38:5:12:Mover (action):JoT-1,Survival-1,Brawling-1,Mechanical-1,GunCbt-1
Mountainman:::Roberto Cline:94796A:Male:24:1:6:Responder (heart):JoT-1,Gambling-2,Survival-1
Mountainman:::Cory Dahlberg:857736:Male:32:3:12:Influencer (heart):Gambling-1,Survival-1,Hunting-1,Mechanical-1
Mountainman:::Nolan Maillard:62A8A6:Male:28:2:12:Responder (heart):JoT-1,Survival-1,Hunting-1,Vehicle-1
Mountainman:::Rosie Ferry:766825:Female:39:5:12:Contemplator (head):JoT-1,Survival-2,Brawling-2,Hunting-1,GunCbt-1
Mountainman:::Lottie Danielsson:835A35:Female:36:4:13:Doer (action):Survival-1,Brawling-1,Blade-1,Mechanical-1,GunCbt-2
Mountainman:::Mckenzie Bogaerts:8BA7C4:Female:42:6:14:Contemplator (head):Medical-1,Survival-1,Brawling-1,Blade-1,Mechanical-1,GunCbt-1
Mountainman:::Adolph Simons:699526:Male:24:1:7:Doer (action):Survival-2,Hunting-1
Mountainman:::Louis Eklund:857654:Female:39:5:10:Responder (heart):Gambling-1,Survival-1,Hunting-2,Blade-1
Mountainman::Dame:Carin Travis:7A768B:Female:26:2:11:Responder (heart):Medical-1,Survival-1,Hunting-1,GunCbt-1
Mountainman:::Micah Pham:796748:Male:39:5:15:Doer (action):JoT-1,Gambling-3,Survival-1,Hunting-1,Mechanical-1,GunCbt-1
Mountainman::Knight:Hugo Nemes:A4ACCB:Male:36:4:14:Responder (heart):Survival-2,Hunting-1,Blade-1,GunCbt-1
Mountainman:::Frank Nagy:47A647:Male:36:4:9:Responder (heart):Gambling-1,Survival-1,Mechanical-2,Vehicle-2
Mountainman:::Sean Åberg:7A6A86:Male:35:4:11:Shaper (head):JoT-3,Gambling-1,Survival-2,Brawling-1
Mountainman:::Kieth Aguilar:938766:Male:39:5:14:Doer (action):Gambling-2,Survival-1,Hunting-1,Mechanical-1,Blade-1,GunCbt-1,Vehicle-1
Mountainman:::Hobert Voisin:336B74:Male:32:3:8:Responder (heart):JoT-1,Survival-1,Mechanical-1,Vehicle-1
Mountainman::Baron:Fermin Barrett:B67A9C:Male:39:5:14:Doer (action):Survival-2,Brawling-2,GunCbt-1,Vehicle-1
Mountainman:::Bryan Acuña:B78C77:Male:39:5:13:Responder (heart):Gambling-1,Survival-1,Brawling-1,Hunting-2,Blade-2
Mountainman:::Lacy Gaines:29A4A3:Male:34:4:11:Responder (heart):Medical-1,Survival-1,Blade-1,Mechanical-1,GunCbt-1
Mountainman::Baron:Guadalupe Jacobs:553DAC:Male:31:3:12:Doer (action):JoT-2,Survival-1,Vehicle-1
Mountainman::Knight:Rick Begue:867B4B:Male:42:6:14:Responder (heart):JoT-1,Survival-2,Brawling-1,Hunting-1,GunCbt-3
Mountainman:::Carri Gonzales:3A6763:Female:22:1:6:Doer (action):JoT-1,Gambling-1,Survival-1,Blade-1
Mountainman:::Esta Germain:4574A6:Female:22:1:9:Influencer (heart):Gambling-1,Survival-1,Hunting-1
Mountainman:::Bud Lindsay:689495:Male:42:6:11:Doer (action):JoT-2,Medical-1,Survival-1,Hunting-1,Mechanical-1,GunCbt-1,Vehicle-1
Mountainman:::Hallie Olson:CA4496:Female:44:6:13:Doer (action):JoT-1,Gambling-1,Survival-1,Brawling-1,Mechanical-1,GunCbt-1,Vehicle-2
Mountainman:::Kerry Morgan:559527:Male:22:1:8:Responder (heart):Survival-1,GunCbt-1,Vehicle-1
Mountainman:::Savannah Justice:65885A:Female:36:4:14:Influencer (heart):JoT-1,Survival-2,Mechanical-2,Vehicle-1
Mountainman::Baron:Dallas Reid:43238C:Male:27:2:10:Doer (action):Medical-1,Gambling-1,Survival-1,Hunting-2
Mountainman:::Brittanie Blake:676C66:Female:27:2:10:Responder (heart):Survival-1,Blade-2
Mountainman:::Sha Goodman:8489B8:Female:42:6:16:Mover (action):Survival-1,Hunting-1,GunCbt-1,Tactics-1
Mountainman::Dame:Nickole Pruvost:63452B:Female:30:3:12:Responder (heart):JoT-1,Survival-1,Mechanical-1,Blade-1
Mountainman:::Clay Mounier:887A97:Male:42:6:13:Responder (heart):Medical-1,Survival-1,Brawling-1,Leader-1,Hunting-1,Blade-2,GunCbt-1,Vehicle-1
Mountainman:::Earl Dubus:29C889:Male:27:2:8:Doer (action):Survival-1,Mechanical-1,Tactics-1
Mountainman:::Audie Prince:766999:Female:36:4:13:Shaper (head):Gambling-1,Survival-1,Brawling-1,Mechanical-1,GunCbt-2
Mountainman:::Rebbeca Samson:C6AB75:Female:38:5:14:Influencer (heart):JoT-1,Survival-2,Blade-1,GunCbt-2,Vehicle-1
Mountainman:::Edelmira Sargent:B7AA94:Female:38:5:10:Doer (action):Gambling-1,Survival-1,Blade-2,Mechanical-1,Tactics-1,Vehicle-1
Mountainman:::Lorrie Le:737A84:Female:22:1:8:Shaper (head):Survival-1,Hunting-1,Mechanical-1,Blade-1
Mountainman:::Vinita Hunt:63B389:Female:24:1:6:Mover (action):Gambling-1,Survival-1,Brawling-1
Mountainman:::Ryan Barre:B6BABA:Female:36:4:11:Doer (action):Survival-2,Brawling-1,GunCbt-1,Vehicle-1
Mountainman:::Corinna Vincent:334889:Female:22:1:11:Doer (action):Medical-1,Survival-1,Leader-1,Vehicle-1
Mountainman:::Vincent Curry:699B47:Male:40:5:14:Shaper (head):Gambling-2,Survival-1,Hunting-1,Blade-1,Mechanical-1,Vehicle-1
Mountainman:::Leif Reese:2B8977:Male:31:3:10:Doer (action):Gambling-1,Survival-1,Hunting-1,Vehicle-1
Mountainman:::Barrett Rodier:675729:Male:22:1:11:Mover (action):JoT-1,Survival-2,Vehicle-1
Mountainman:::Luis Chauveau:64486A:Male:27:2:8:Responder (heart):JoT-1,Survival-1,Mechanical-1,GunCbt-1,Vehicle-1
Mountainman:::Joslyn Mejia:BB48B7:Female:26:2:11:Doer (action):JoT-1,Survival-1,GunCbt-1,Vehicle-2
Mountainman:::Analisa Correa:67AAA6:Female:40:5:11:Shaper (head):Survival-3,Blade-2,Mechanical-1,GunCbt-1
Mountainman:::Lady Flores:88BB66:Female:27:2:10:Influencer (heart):Gambling-1,Survival-1,Brawling-1,Vehicle-1
Mountainman:::Deangelo Deleon:476687:Male:26:2:11:Doer (action):JoT-1,Gambling-1,Survival-1,Brawling-1,Tactics-1
Mountainman:::Octavio Paul:878A97:Male:22:1:10:Doer (action):Survival-1,Brawling-1,Vehicle-1
Mountainman:::Gail Ashley:76B545:Male:27:2:8:Responder (heart):Survival-1,Brawling-1,Mechanical-1,Vehicle-1
Mountainman:::Buster Nash:855735:Male:27:2:10:Responder (heart):Survival-2,GunCbt-2
Mountainman:::Isidro Colombo:7B9658:Male:38:5:15:Responder (heart):Gambling-1,Survival-1,Blade-1,GunCbt-1,Vehicle-3
Mountainman:::Benedict Elliott:728847:Male:32:3:8:Influencer (heart):JoT-1,Survival-1,Brawling-1,Hunting-2,GunCbt-1
Mountainman:::Stephen Pages:6569A7:Female:40:5:13:Influencer (heart):Gambling-2,Survival-1,Leader-1,Blade-1,GunCbt-2
Mountainman:::Pierre Kerr:897865:Male:28:2:10:Doer (action):JoT-1,Survival-1,Blade-2,GunCbt-1
Mountainman:::Dwight Váradi:5A786A:Male:42:6:11:Responder (heart):JoT-1,Survival-3,Vehicle-3
Mountainman:::Jimmy Burks:688C36:Male:23:1:6:Responder (heart):Gambling-1,Survival-1,Hunting-1
Mountainman:::Haywood Bordes:678868:Male:34:4:9:Responder (heart):Survival-2,Brawling-1,Hunting-1,GunCbt-1
Mountainman:::Jeffrey Jakab:67E79A:Male:38:5:10:Doer (action):Survival-1,Leader-1,Hunting-1,GunCbt-1,Vehicle-1
Mountainman:::Marion Papin:686439:Male:34:4:11:Contemplator (head):Survival-2,Hunting-1,Mechanical-1,Blade-1,Vehicle-1
Mountainman:::Felton York:87B798:Male:26:2:11:Responder (heart):Gambling-1,Survival-1,Mechanical-1,GunCbt-1,Tactics-1
Mountainman:::Aubrey Bengtsson:728748:Male:40:5:10:Responder (heart):Gambling-1,Survival-1,Hunting-1,GunCbt-1,Vehicle-1
Mountainman:::Russ Ferrell:7AA847:Male:39:5:12:Responder (heart):Survival-2,Brawling-2,Mechanical-2,GunCbt-1
Mountainman:::Irena Saunders:6BC7C7:Female:31:3:8:Producer (head):Gambling-1,Survival-1,Brawling-1,Hunting-1,Vehicle-1
Mountainman:::Charla Nilsen:5498A6:Female:24:1:8:Shaper (head):Medical-1,Survival-1,Brawling-1,Leader-1
Mountainman:::Micheal Iglesias:7A4AB5:Male:23:1:9:Shaper (head):Survival-1,Vehicle-1
Mountainman:::Kristen Biró:2C5557:Female:35:4:10:Responder (heart):JoT-1,Survival-1,Brawling-1,Mechanical-2,Blade-2
Mountainman:::Clemencia Watkins:797868:Female:26:2:10:Responder (heart):JoT-2,Survival-1,Blade-1,Vehicle-1
Mountainman:::Odis Ragot:9A5579:Male:36:4:9:Doer (action):Survival-1,Brawling-1,Blade-3,GunCbt-1,Vehicle-1
Mountainman:::Josh Bonnet:B46556:Male:32:3:12:Contemplator (head):Gambling-2,Survival-1,Hunting-1,GunCbt-1,Vehicle-1
Mountainman:::Sonny Browning:A5AC76:Male:35:4:14:Contemplator (head):Survival-1,Hunting-1,GunCbt-2
Mountainman:::Robby Warner:B26B76:Male:43:6:16:Influencer (heart):Survival-2,Brawling-3,Mechanical-1,GunCbt-1,Vehicle-1
Mountainman:::Kory Baud:5A9485:Male:44:6:14:Mover (action):JoT-1,Survival-2,Blade-1,GunCbt-4
Mountainman::Baroness:Jenniffer Geoffroy:B7B35C:Female:24:1:6:Producer (head):Survival-1,Mechanical-1,GunCbt-1,Vehicle-1
Mountainman:::Warner Dixon:8A8A48:Male:40:5:10:Contemplator (head):Survival-2,Brawling-1,Hunting-1,Blade-1,GunCbt-2
Mountainman:::Carlotta Vass:899B55:Female:43:6:12:Doer (action):Survival-1,Brawling-2,Hunting-1,GunCbt-2,Vehicle-1
Mountainman:::Jeremy Leveque:354496:Male:24:1:9:Mover (action):Medical-1,Survival-2,GunCbt-1
Mountainman::Baroness:Paris Daniels:C8883C:Female:44:6:13:Contemplator (head):Survival-3,Hunting-1,Blade-1,Vehicle-2
Mountainman:::Jacinto Soria:489B64:Male:23:1:6:Producer (head):Gambling-1,Survival-1,Brawling-1,Blade-1
Mountainman:::Kristina Bouchet:377A86:Female:24:1:8:Doer (action):JoT-1,Survival-1,Vehicle-2
Mountainman:::Ciera Arnoux:8859A9:Female:27:2:9:Responder (heart):JoT-1,Survival-1,Leader-1,Mechanical-1
Mountainman:::Delcie Bogaert:59AA97:Female:31:3:12:Responder (heart):Gambling-1,Survival-1,Mechanical-1,Tactics-1
Mountainman:::Francene Mahe:C585A5:Female:36:4:14:Doer (action):JoT-1,Medical-2,Survival-1,GunCbt-2,Vehicle-1
Mountainman:::Lesa Cleveland:B859A4:Female:43:6:15:Responder (heart):JoT-1,Survival-1,Brawling-2,Mechanical-2,GunCbt-2,Vehicle-1
Mountainman:::Jarvis Máté:863898:Male:40:5:10:Contemplator (head):Gambling-1,Survival-1,Brawling-1,Vehicle-2
Mountainman:::Toccara Lloyd:89A5C9:Female:42:6:16:Doer (action):Gambling-2,Survival-1,Leader-1,GunCbt-1,Vehicle-1
Mountainman:::Denny Travis:8646A7:Male:28:2:9:Contemplator (head):Medical-2,Survival-1,Blade-1
Mountainman:::Clementine Marsh:678988:Female:22:1:6:Contemplator (head):Survival-1,GunCbt-1,Tactics-1,Vehicle-1
Mountainman:::Usha Brochard:7767A8:Female:30:3:11:Responder (heart):JoT-1,Survival-1,Mechanical-1,Vehicle-1
Mountainman:::Valentin Blanchard:878565:Male:31:3:13:Responder (heart):Gambling-1,Survival-1,Hunting-1,Vehicle-1
Mountainman:::Starr Cherry:5A6594:Female:40:5:10:Responder (heart):Survival-1,Brawling-1,Leader-1,Hunting-1,GunCbt-1
Mountainman::Baron:Michale Chase:A8D98C:Male:24:1:11:Shaper (head):Survival-1,Hunting-1,Blade-1
Mountainman:::Gearldine Hale:268997:Female:44:6:13:Shaper (head):JoT-1,Gambling-2,Survival-1,Mechanical-1,Tactics-1,Vehicle-1
Mountainman:::Leon Garza:453958:Male:31:3:13:Responder (heart):Survival-2,Brawling-2,Hunting-1
Mountainman:::Nita King:3C7B59:Female:38:5:10:Shaper (head):Survival-1,Brawling-1,Blade-2,GunCbt-1,Vehicle-2
Mountainman:::Jefferey Maire:997525:Male:43:6:14:Mover (action):JoT-1,Gambling-1,Survival-2,Brawling-1,Hunting-1,GunCbt-1
Mountainman:::Santo Romain:633AA5:Male:24:1:7:Responder (heart):Gambling-1,Survival-1,Brawling-1
Mountainman:::Kurtis Halász:698C84:Male:24:1:11:Mover (action):Survival-1,Hunting-1,Mechanical-1
Mountainman:::Paris Laroche:55B556:Female:31:3:10:Contemplator (head):Gambling-1,Survival-1,Brawling-1,Hunting-2,Blade-1
Mountainman:::Brock Snider:9797A4:Male:28:2:7:Responder (heart):Medical-1,Survival-1,Blade-2
Mountainman:::Kathy Blondel:886577:Female:38:5:11:Doer (action):JoT-3,Gambling-1,Survival-1,Brawling-1,GunCbt-1
Mountainman:::Sharmaine Love:A64A83:Female:42:6:16:Contemplator (head):JoT-1,Survival-1,Blade-3,GunCbt-2,Tactics-1,Vehicle-1
Mountainman:::Arla Lundin:478474:Female:24:1:6:Shaper (head):Survival-1,Blade-1
Mountainman:::Natosha Astier:46B779:Female:44:6:16:Shaper (head):JoT-1,Survival-1,Blade-2,Mechanical-2,GunCbt-1,Vehicle-1
Mountainman:::Reginald Guilbert:447679:Male:27:2:10:Doer (action):JoT-1,Survival-2,Vehicle-2
Mountainman:::Danial Avery:64C559:Male:44:6:15:Contemplator (head):JoT-1,Gambling-1,Survival-1,Hunting-1,Blade-2,Mechanical-1
Mountainman:::Mabelle Csonka:C5B86A:Female:26:2:12:Doer (action):Survival-1,Brawling-1,Mechanical-1,Blade-1
Mountainman:::Dorsey Brown:635C88:Male:42:6:14:Influencer (heart):Gambling-1,Survival-1,Hunting-1,Mechanical-1,GunCbt-2,Vehicle-2
Mountainman:::Luci Delarue:26B6C7:Female:40:5:14:Responder (heart):Survival-1,Brawling-1,Hunting-1,Mechanical-1,Tactics-1
Mountainman::Dame:Becky Patrick:75876B:Female:27:2:8:Responder (heart):JoT-2,Gambling-1,Survival-1,Vehicle-1
Mountainman:::Alyssa Collins:494897:Female:22:1:9:Contemplator (head):Survival-1,Brawling-1,Vehicle-1
